gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_accessions	annotation_description
CP020618.1_159	168225	169115	891	1	0.319	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_160	169236	170012	777	1	0.308	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_161	170069	170914	846	1	0.298	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_162	170918	171340	423	1	0.243	11	AGGAG	GENOMAD.123104.CP	0.0001403	43	0	0	0	1	NA	NA	PF01475.22;K09825;COG0735;TIGR02698	Fe2+ or Zn2+ uptake regulation protein
CP020618.1_163	171572	172174	603	1	0.317	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_164	172304	174349	2046	1	0.316	11	GGAG/GAGG	GENOMAD.190757.CP	5.42e-16	85	0	0	0	1	NA	NA	K12553	NA
CP020618.1_165	174472	174621	150	1	0.307	11	AGGAGG	GENOMAD.000995.CC	0.0006278	37	0	0	0	1	NA	NA	PF00471.23;TIGR01023;COG0267	Ribosomal protein L33
CP020618.1_166	174831	175382	552	1	0.274	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_167	175382	176839	1458	1	0.258	11	GGAGG	GENOMAD.022795.CC	4.535e-15	81	0	0	0	1	NA	NA	PF04781.15;PF20401.1;COG3063;TIGR02521	Tfp pilus assembly protein PilF
CP020618.1_168	177023	178009	987	1	0.330	11	AGGA	GENOMAD.129308.CP	3.713e-11	67	0	0	0	2561	Caudoviricetes	NA	PF02685.19;TIGR00744;K00845;COG0837	ROK family protein (putative glucokinase)
CP020618.1_169	178009	178332	324	1	0.290	11	AGGA/GGAG/GAGG	GENOMAD.095074.CP	2.318e-14	70	0	0	0	1	NA	NA	PF01910.20;COG0011;TIGR00106	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family
CP020618.1_170	178334	178960	627	1	0.300	11	GGA/GAG/AGG	GENOMAD.169785.CP	5.786e-08	55	0	0	0	1	NA	NA	PF14597.9;PF00753.30;TIGR04559;COG0426;K17837	quinoprotein relay system zinc metallohydrolase 2
CP020618.1_171	179011	179985	975	1	0.275	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_172	179957	181021	1065	1	0.236	11	AGxAGG/AGGxGG	GENOMAD.118725.CP	1.474e-31	130	0	0	0	2561	Caudoviricetes	NA	PF00482.26;K02244;COG1459;TIGR02120	Type II secretory pathway, component PulF
CP020618.1_173	181040	181351	312	1	0.282	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_174	181341	181775	435	1	0.244	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_175	181967	182464	498	1	0.223	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_176	182629	183138	510	1	0.261	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_177	183331	184422	1092	1	0.314	11	AGxAGG/AGGxGG	GENOMAD.127113.CP	1.067e-17	88	0	0	0	1	NA	NA	PF01571.24;K00282;TIGR00528;COG0404	glycine cleavage system T protein
CP020618.1_178	184439	185791	1353	1	0.315	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_179	185778	187256	1479	1	0.341	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_180	187420	187725	306	-1	0.314	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_181	187876	188706	831	1	0.330	11	GGAG/GAGG	GENOMAD.000561.CC	2.371e-14	76	0	0	0	1	NA	NA	K23734;TIGR00545;COG0095	lipoyltransferase and lipoate-protein ligase
CP020618.1_182	188990	189532	543	-1	0.221	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_183	189672	190730	1059	1	0.319	11	AGGA	GENOMAD.124338.CP	2.501e-12	71	0	0	0	1	NA	NA	PF00557.27;PF01321.21;K01271;COG0006;TIGR02993	Xaa-Pro aminopeptidase
CP020618.1_184	190758	191315	558	1	0.324	11	AGGAGG	GENOMAD.105354.CP	2.254e-40	149	0	0	0	1	NA	NA	PF09285.14;PF01132.23;PF08207.15;K02356;TIGR02178;COG0231	elongation factor P-like protein YeiP
CP020618.1_185	191574	192050	477	1	0.321	11	AGGAG	GENOMAD.117180.CP	1.946e-20	90	0	0	0	1	NA	NA	PF00364.25;K02160;TIGR00531;COG0511	acetyl-CoA carboxylase, biotin carboxyl carrier protein
CP020618.1_186	192050	193405	1356	1	0.341	11	GGA/GAG/AGG	GENOMAD.114390.CP	0.0002406	46	0	0	0	1	NA	NA	PF14305.9;PF00289.25;TIGR03909;COG0027;K01961	pyrrolysine biosynthesis protein PylC
CP020618.1_187	193418	193777	360	1	0.261	11	AGGAGG	GENOMAD.146465.CP	1.066e-43	155	0	0	0	1	NA	NA	PF03780.16;COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family
CP020618.1_188	193810	194196	387	1	0.292	11	AGGAG	GENOMAD.050274.CV	2.766e-21	91	0	0	0	2561	Caudoviricetes	NA	PF01029.21;COG0781;TIGR00563	Transcription termination factor NusB
CP020618.1_189	194217	195554	1338	1	0.283	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_190	195547	195777	231	1	0.273	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_191	195752	196636	885	1	0.310	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_192	196898	197350	453	1	0.316	11	AGGAG	GENOMAD.117072.CP	1.621e-07	52	0	0	0	1	NA	NA	PF02863.21;TIGR01529;K03402;COG1438	arginine repressor
CP020618.1_193	197366	199039	1674	1	0.303	11	AGGA/GGAG/GAGG	GENOMAD.094517.CV	1.801e-25	115	0	0	0	2561	Caudoviricetes	NA	PF02463.22;PF12532.11;K03631;TIGR00634;COG0497	DNA repair protein RecN
CP020618.1_194	199182	200606	1425	1	0.322	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_195	200621	201622	1002	1	0.347	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_196	201615	202598	984	1	0.342	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_197	202611	203888	1278	1	0.322	11	GGAGG	GENOMAD.116686.CP	1.513e-45	174	0	0	0	1	NA	NA	PF00198.26;K09699;TIGR01349;COG0508	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
CP020618.1_198	203981	204418	438	1	0.338	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_199	204431	205408	978	1	0.272	11	GGAG/GAGG	GENOMAD.116264.CP	3.444e-62	219	0	0	0	1	NA	NA	COG4129	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family
CP020618.1_200	205825	206949	1125	1	0.340	11	GGA/GAG/AGG	GENOMAD.133563.CP	3.454e-08	58	0	0	0	2561	Caudoviricetes	NA	PF01546.31;K01270;TIGR01893;COG0624	Xaa-His dipeptidase
CP020618.1_201	207027	208433	1407	1	0.338	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_202	208796	210442	1647	1	0.324	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_203	210496	211362	867	-1	0.314	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_204	211574	213058	1485	-1	0.325	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_205	213304	214224	921	1	0.315	11	AGGAGG	GENOMAD.115255.CP	1.04e-08	59	0	0	0	1	NA	NA	PF12706.10;TIGR02651;COG1234;K06167	ribonuclease Z
CP020618.1_206	214313	215128	816	-1	0.309	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_207	215233	215991	759	1	0.314	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_208	216083	216991	909	-1	0.315	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_209	217073	217615	543	1	0.311	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_210	217716	218162	447	1	0.324	11	AGGAG	GENOMAD.120967.CP	1.304e-10	61	0	0	0	1	NA	NA	PF01475.22;K09825;COG0735;TIGR00373	Fe2+ or Zn2+ uptake regulation protein
CP020618.1_211	218329	219216	888	1	0.327	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_212	219242	219745	504	-1	0.274	11	AGxAGG/AGGxGG	GENOMAD.126892.CP	6.376e-19	86	0	0	0	1	NA	NA	PF03745.17;COG1547	Predicted metal-dependent hydrolase
CP020618.1_213	219844	220575	732	1	0.283	11	AGGA	GENOMAD.123012.CP	1.27e-14	76	0	0	0	1	NA	NA	PF02616.17;COG1354;K05896	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family
CP020618.1_214	220562	221101	540	1	0.322	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_215	221103	221522	420	1	0.302	11	AGGAG	GENOMAD.109403.CP	5.123e-19	85	0	0	0	2561	Caudoviricetes	NA	PF13275.9;K06183;COG1187;TIGR00005	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases
CP020618.1_216	221534	221839	306	1	0.294	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_217	222045	222770	726	1	0.335	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_218	222751	223545	795	1	0.275	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_219	223542	224519	978	1	0.310	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_220	224957	225502	546	1	0.277	11	AGGAG	GENOMAD.145562.CP	1.005e-73	245	0	0	0	1	NA	NA	PF12822.10;K23675;COG3601;TIGR04518	ECF transporter, substrate-specific component
CP020618.1_221	225586	225834	249	-1	0.378	11	AGGAGG	GENOMAD.119364.CP	1.377e-09	55	0	0	0	1	NA	NA	PF13370.9;K05337;COG1141;TIGR02936	Ferredoxin
CP020618.1_222	225931	226896	966	1	0.244	11	AGGAG	GENOMAD.018017.CC	9.645e-125	400	0	0	0	1	NA	NA	PF14493.9;COG4955	Uncharacterized protein YpbB, contains C-terminal HTH domain
CP020618.1_223	226877	228256	1380	1	0.302	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_224	228404	229876	1473	1	0.322	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_225	230027	231013	987	1	0.318	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_226	231076	232044	969	-1	0.324	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_227	232120	232776	657	1	0.329	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_228	233083	234264	1182	1	0.338	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_229	234450	235760	1311	1	0.345	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_230	235775	236773	999	1	0.316	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_231	236942	237214	273	1	0.366	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_232	237403	237984	582	1	0.270	11	GGAG/GAGG	GENOMAD.050722.CC	8.251e-56	194	0	0	0	1	NA	NA	PF07307.14;K00805	Heptaprenyl diphosphate synthase (HEPPP synthase) subunit 1
CP020618.1_233	237984	238685	702	1	0.325	11	GGAG/GAGG	GENOMAD.109687.CP	5.75e-30	121	0	0	0	1	NA	NA	PF06859.15;TIGR01934;COG4627;K24451	ubiquinone/menaquinone biosynthesis methyltransferases
CP020618.1_234	238715	239671	957	1	0.315	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_235	239791	240243	453	1	0.336	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_236	240473	241639	1167	1	0.350	11	AGGAG	GENOMAD.078808.CP	3.899e-20	96	0	0	0	1	NA	NA	NA	NA
CP020618.1_237	241675	242739	1065	1	0.286	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_238	242750	244048	1299	1	0.333	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_239	244055	245299	1245	1	0.305	11	GGA/GAG/AGG	GENOMAD.130204.CP	5.125e-05	48	0	0	0	1	NA	NA	PF12569.11;PF10516.12;COG5107;TIGR00990;K09667	N-terminal acetyltransferase A, auxiliary subunit; SHNi-TPR
CP020618.1_240	245314	245853	540	1	0.256	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_241	245879	246496	618	1	0.251	11	AGGA	GENOMAD.154328.CP	2.861e-37	141	0	0	0	1	NA	NA	PF07187.14;COG4347	Uncharacterized membrane protein YpjA
CP020618.1_242	246524	247222	699	1	0.361	11	AGGAG/GGAGG	GENOMAD.000559.CC	9.33e-45	164	0	0	0	2561	Caudoviricetes	NA	PF04298.15;K06973;COG2738	Zn-dependent membrane protease YugP
CP020618.1_243	247424	247741	318	1	0.296	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_244	247764	248882	1119	1	0.312	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_245	248897	250099	1203	1	0.283	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_246	250086	251057	972	1	0.309	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_247	251087	253795	2709	1	0.285	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_248	253902	255194	1293	1	0.338	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_249	255291	255977	687	1	0.290	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_250	255967	256638	672	1	0.318	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_251	256631	256966	336	1	0.235	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_252	257060	259435	2376	-1	0.337	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_253	259432	260061	630	-1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_254	260320	260673	354	1	0.260	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_255	260670	261233	564	1	0.285	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_256	261245	261583	339	1	0.307	11	AGxAGG/AGGxGG	GENOMAD.141482.CP	1.55e-44	157	0	0	0	1	NA	NA	PF05103.16;K04074;COG3599;TIGR03544	DivIVA protein
CP020618.1_257	262224	263360	1137	1	0.354	11	AGGAG	GENOMAD.102311.CP	2.428e-29	124	0	0	0	1	NA	NA	NA	NA
CP020618.1_258	263538	264176	639	1	0.313	11	AGGAG	GENOMAD.169415.CP	1.113e-32	128	0	0	0	1	NA	NA	PF13460.9;K05901;COG2910;TIGR03649	Putative NADH-flavin reductase
CP020618.1_259	264340	267783	3444	1	0.287	11	GGA/GAG/AGG	GENOMAD.147339.CP	1.112e-94	341	0	0	0	1	NA	NA	PF05049.16;PF00350.26;COG1160;TIGR00750;K16288	Interferon-inducible GTPase (IIGP); Dynamin family
CP020618.1_260	267800	268684	885	1	0.316	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_261	268746	269147	402	-1	0.316	11	GGAG/GAGG	GENOMAD.171450.VC	5.312e-16	76	0	0	0	2561	Caudoviricetes	NA	PF13456.9;COG0328;K14159	Ribonuclease HI
CP020618.1_262	269247	269951	705	-1	0.305	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_263	270356	270604	249	1	0.281	11	AGGAGG	GENOMAD.141391.CP	7.771e-30	113	0	0	0	1	NA	NA	PF08712.14;K22074	Scaffold protein Nfu/NifU N terminal
CP020618.1_264	270622	271737	1116	1	0.328	11	AGGAGG	GENOMAD.140431.CP	3.86e-160	505	0	0	0	1	NA	NA	PF13769.9;PF08712.14;PF12717.10;COG1413;K22074	Virulence factor; Scaffold protein Nfu/NifU N terminal; non-SMC mitotic condensation complex subunit 1
CP020618.1_265	271751	272185	435	1	0.352	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_266	272381	273337	957	1	0.309	11	AGGAG	GENOMAD.071631.VV	8.844e-07	53	0	0	0	2561	Caudoviricetes	NA	PF00303.22;COG0207;TIGR03284	Thymidylate synthase
CP020618.1_267	273379	273855	477	1	0.333	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_268	273877	274722	846	1	0.300	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_269	274824	275351	528	1	0.330	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_270	275344	275772	429	1	0.308	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_271	275785	276285	501	1	0.319	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_272	276285	276506	222	1	0.311	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_273	276707	278176	1470	1	0.298	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_274	278194	278697	504	1	0.310	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_275	278716	279783	1068	1	0.304	11	GGAG/GAGG	GENOMAD.104691.CP	1.602e-77	265	0	0	0	1	NA	NA	PF04007.15;K02563;TIGR01133;COG0707	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
CP020618.1_276	279801	280424	624	1	0.321	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_277	280750	281409	660	1	0.306	11	AGGA/GGAG/GAGG	GENOMAD.124526.CP	1.325e-05	48	0	0	0	1	NA	NA	PF16968.8;K18941;TIGR02915;COG4567	PEP-CTERM-box response regulator transcription factor
CP020618.1_278	281409	282767	1359	1	0.277	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_279	282937	285744	2808	1	0.341	11	GGAGG	GENOMAD.123911.CP	1.439e-68	256	0	0	0	1	NA	NA	PF16078.8;K00164;TIGR00239;COG0567	2-oxoglutarate dehydrogenase, E1 component
CP020618.1_280	285756	287063	1308	1	0.333	11	AGxAGG/AGGxGG	GENOMAD.116686.CP	1.959e-39	156	0	0	0	1	NA	NA	PF00198.26;K09699;TIGR01349;COG0508	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
CP020618.1_281	287658	288467	810	1	0.307	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_282	288496	288705	210	1	0.295	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_283	288824	289615	792	1	0.327	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_284	289628	291517	1890	1	0.323	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_285	291647	292990	1344	1	0.295	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_286	293047	294186	1140	-1	0.319	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_287	294225	294848	624	-1	0.277	11	AGGA	GENOMAD.026377.CC	3.561e-24	103	0	0	0	1	NA	NA	PF10112.12;COG4915	5-bromo-4-chloroindolyl phosphate hydrolysis protein
CP020618.1_288	294866	295141	276	-1	0.319	11	GGAG/GAGG	GENOMAD.125764.CP	1.245e-06	47	0	0	0	1	NA	NA	PF00708.21;COG1254;K04656;TIGR00143	Acylphosphatase
CP020618.1_289	295306	295614	309	1	0.223	11	AGGAG	GENOMAD.044656.CC	7.121e-48	166	0	0	0	1	NA	NA	PF06279.14;COG4699	NA
CP020618.1_290	295820	296020	201	1	0.378	11	GGAGG	GENOMAD.196691.CP	5.502e-05	41	0	0	0	1	NA	NA	PF00313.25;COG1278;TIGR02381	Cold shock protein, CspA family
CP020618.1_291	296338	297603	1266	-1	0.339	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_292	297605	298678	1074	-1	0.327	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_293	298685	299836	1152	-1	0.349	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_294	299945	300664	720	-1	0.382	11	AGGAG	GENOMAD.154518.CP	1.116e-18	88	0	0	0	1	NA	NA	PF08503.13;K05822;TIGR03532	Tetrahydrodipicolinate succinyltransferase N-terminal
CP020618.1_295	300689	301414	726	-1	0.350	11	GGAGG	GENOMAD.100682.CP	1.217e-15	79	0	0	0	1	NA	NA	NA	NA
CP020618.1_296	301417	302298	882	-1	0.317	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_297	302300	303289	990	-1	0.347	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_298	303349	303840	492	-1	0.293	11	None	GENOMAD.092184.CP	4.778e-08	54	0	0	0	1	NA	NA	PF13840.9;COG3603	Uncharacterized conserved protein, contains tandem ACT domains
CP020618.1_299	303798	304550	753	-1	0.359	11	AGGAGG	GENOMAD.115168.CP	1.479e-15	79	0	0	0	2561	Caudoviricetes	NA	PF00696.31;K00928;TIGR00657;COG0527	aspartate kinase
CP020618.1_300	305079	306683	1605	-1	0.326	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_301	306832	307728	897	1	0.326	11	AGGAG	GENOMAD.109393.CP	8.69e-68	234	0	0	0	1	NA	NA	PF13509.9;PF10771.12;K00243;COG2996;TIGR00717	Predicted RNA-binding protein, contains S1 domains,  virulence factor B family
CP020618.1_302	307963	308913	951	1	0.326	11	AGGAGG	GENOMAD.138029.CV	8.721e-07	53	0	0	0	1	NA	NA	PF12849.10;TIGR00975;K02040	phosphate ABC transporter, phosphate-binding protein
CP020618.1_303	309096	310022	927	1	0.339	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_304	310024	310944	921	1	0.339	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_305	311022	311966	945	1	0.312	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_306	311973	312623	651	1	0.295	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_307	312830	314530	1701	-1	0.313	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_308	314699	315043	345	1	0.325	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_309	315122	316135	1014	-1	0.278	11	AGGAGG	GENOMAD.159417.PC	0.0006275	44	0	0	0	1	NA	NA	PF01497.21;K23227;TIGR03659;COG4594	heme ABC transporter, heme-binding protein isdE
CP020618.1_310	317337	318596	1260	-1	0.302	11	GGA/GAG/AGG	GENOMAD.146592.CP	1.791e-07	56	0	0	0	1	NA	NA	PF02388.19;K05363;TIGR04421;COG2348	FemAB family
CP020618.1_311	318615	319877	1263	-1	0.284	11	AGGAG/GGAGG	GENOMAD.146592.CP	1.514e-06	53	0	0	0	1	NA	NA	PF02388.19;K05363;TIGR04421;COG2348	FemAB family
CP020618.1_312	320221	320955	735	-1	0.282	11	AGGAGG	GENOMAD.116415.CP	2.093e-26	111	0	0	0	1	NA	NA	PF00290.23;K01695;TIGR00262;COG0159	tryptophan synthase, alpha subunit
CP020618.1_313	320948	322162	1215	-1	0.365	11	AGGAG	GENOMAD.110049.CP	4.324e-43	166	0	0	0	1	NA	NA	PF19465.2;COG0133;TIGR00263	Tryptophan synthase beta chain
CP020618.1_314	322143	322793	651	-1	0.272	11	None	GENOMAD.129434.CP	2.991e-17	83	0	0	0	1	NA	NA	PF00697.25;K01817;COG1891;TIGR00259	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
CP020618.1_315	322790	323569	780	-1	0.271	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_316	323572	324579	1008	-1	0.317	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_317	324521	325150	630	-1	0.310	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_318	325147	326556	1410	-1	0.291	11	AGGA	GENOMAD.114697.CP	2.561e-12	72	0	0	0	1	NA	NA	PF00425.21;K02552;COG1169;TIGR03494	Isochorismate synthase EntC
CP020618.1_319	327044	328078	1035	-1	0.317	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_320	328214	329305	1092	1	0.294	11	AGGAG	GENOMAD.107160.CP	5.112e-76	261	0	0	0	1	NA	NA	PF20463.1;PF02153.20;PF00585.21;K00220;TIGR01327;COG0287	D-3-phosphoglycerate dehydrogenase
CP020618.1_321	329357	330619	1263	-1	0.297	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_322	330768	330953	186	1	0.355	11	AGGAGG	GENOMAD.147542.CP	8.188e-13	63	0	0	0	1	NA	NA	PF01361.24;COG1942;TIGR00013;K15552	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family
CP020618.1_323	331032	332015	984	-1	0.321	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_324	332156	332740	585	1	0.316	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_325	332708	335230	2523	-1	0.296	11	AGGA/GGAG/GAGG	GENOMAD.168158.CP	1.216e-73	270	0	0	0	1	NA	NA	PF09924.12;PF03706.16;PF16995.8;K14205;COG2898	Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family
CP020618.1_326	335378	336607	1230	-1	0.298	11	None	GENOMAD.116507.CP	3.61e-17	87	0	0	0	1	NA	NA	K03548;COG0628	Predicted PurR-regulated permease PerM
CP020618.1_327	336668	337519	852	-1	0.254	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
